,episode,time_sec,step,action,reward
250,1,1255,251.0,"2,4,0,0,0,2,0,0,3,0,3,1,0,0,4,3,3,1,4,2,4,0,2,4,4",-346.79999999999995
251,1,1260,252.0,"3,4,3,3,2,1,1,1,1,0,3,3,0,3,4,0,3,1,4,1,2,3,4,3,1",-394.20000000000005
252,1,1265,253.0,"0,4,2,4,0,4,0,1,0,3,0,3,3,4,1,1,1,3,2,1,3,3,0,0,0",-375.4
253,1,1270,254.0,"4,4,4,3,2,1,0,3,2,3,2,1,4,3,3,3,3,1,1,2,0,1,3,4,2",-379.2
254,1,1275,255.0,"4,0,0,4,2,1,1,1,3,2,0,0,3,0,2,0,0,2,0,4,1,2,0,1,1",-353.8
255,1,1280,256.0,"4,0,2,0,3,1,1,2,0,0,2,2,4,3,3,0,1,0,1,0,1,2,0,2,0",-354.6
256,1,1285,257.0,"4,1,0,2,2,0,0,0,1,2,0,1,3,0,4,2,3,0,4,2,0,0,0,2,2",-330.6
257,1,1290,258.0,"0,4,2,0,4,4,0,0,0,3,0,2,1,3,0,0,3,3,1,0,4,1,0,1,0",-344.0
258,1,1295,259.0,"4,0,2,1,3,1,1,3,2,0,0,1,0,4,1,2,1,2,1,2,3,3,4,3,2",-372.20000000000005
259,1,1300,260.0,"4,4,0,0,1,2,1,4,4,3,2,1,2,4,0,2,3,4,3,0,0,0,0,1,2",-411.40000000000003
260,1,1305,261.0,"0,4,1,4,2,0,0,1,3,2,2,1,4,3,4,4,0,4,3,2,1,3,0,0,2",-414.6
261,1,1310,262.0,"0,4,2,4,0,1,0,3,0,3,4,1,4,0,4,2,1,1,2,2,2,0,4,0,2",-389.19999999999993
262,1,1315,263.0,"4,4,3,2,0,1,0,1,0,3,2,2,3,0,2,0,1,4,4,2,1,3,1,3,0",-405.0
263,1,1320,264.0,"2,4,1,0,1,1,1,1,0,4,1,4,2,0,1,0,3,4,3,0,0,1,4,4,1",-470.6
264,1,1325,265.0,"2,1,1,0,0,2,0,4,3,1,0,0,1,3,3,2,3,0,0,4,0,1,2,0,4",-437.20000000000005
265,1,1330,266.0,"4,4,0,3,2,3,1,1,0,2,1,3,4,0,4,2,2,4,3,4,0,1,2,3,2",-441.40000000000003
266,1,1335,267.0,"4,3,2,3,0,0,2,0,3,4,4,2,3,0,3,0,2,3,0,2,0,1,2,3,0",-384.0
267,1,1340,268.0,"4,3,1,1,2,0,0,1,3,0,0,0,0,0,2,1,0,4,1,3,4,0,1,4,2",-347.2
268,1,1345,269.0,"2,2,0,2,3,2,2,1,2,4,0,0,0,0,0,2,4,0,1,1,2,0,0,4,4",-352.40000000000003
269,1,1350,270.0,"4,4,0,2,1,0,2,0,3,0,2,2,3,0,3,2,2,3,4,0,0,1,4,0,0",-352.0
270,1,1355,271.0,"2,2,0,3,2,0,3,3,0,3,0,4,3,0,0,2,0,1,4,3,3,0,2,0,1",-375.0
271,1,1360,272.0,"4,4,4,4,1,0,3,2,4,3,3,2,0,3,3,2,0,2,1,1,0,0,0,0,2",-388.2
272,1,1365,273.0,"0,0,1,1,0,0,3,3,3,0,0,0,0,3,4,2,0,4,0,3,4,0,0,1,0",-355.0
273,1,1370,274.0,"1,3,0,4,2,0,0,4,3,2,0,1,1,0,4,0,2,0,0,3,0,0,2,0,2",-338.20000000000005
274,1,1375,275.0,"1,2,1,1,0,1,2,1,0,4,0,3,2,0,4,4,4,2,2,2,2,3,0,3,2",-381.2
275,1,1380,276.0,"0,4,2,2,2,0,0,2,1,3,0,4,2,0,3,2,2,0,0,0,4,0,4,1,1",-417.20000000000005
276,1,1385,277.0,"0,1,0,2,2,2,0,4,3,0,3,2,0,4,2,2,0,0,1,0,1,0,2,3,4",-407.4
277,1,1390,278.0,"4,4,2,3,2,1,0,0,1,0,0,1,2,4,3,0,1,2,3,2,0,2,2,3,2",-414.0
278,1,1395,279.0,"0,1,0,1,3,0,0,1,0,0,0,4,3,3,2,0,2,4,0,2,1,0,2,3,1",-433.79999999999995
279,1,1400,280.0,"4,1,0,0,1,0,0,1,1,0,3,3,2,0,0,0,2,3,2,2,3,0,4,4,1",-410.79999999999995
280,1,1405,281.0,"0,2,1,1,2,1,1,4,2,2,0,2,3,0,3,1,2,3,1,4,4,0,0,0,0",-400.0
281,1,1410,282.0,"4,0,2,1,4,1,1,0,3,4,4,2,0,3,2,4,0,2,3,0,2,3,4,0,2",-369.4
282,1,1415,283.0,"3,0,0,0,0,0,4,3,1,3,0,1,1,0,3,2,0,3,3,2,4,0,1,0,0",-320.0
283,1,1420,284.0,"0,0,0,0,4,0,2,0,1,0,3,2,1,3,4,3,1,0,0,4,0,2,0,2,2",-347.00000000000006
284,1,1425,285.0,"4,3,3,1,2,4,0,3,2,3,2,3,0,0,2,0,0,4,2,0,0,0,0,3,0",-364.4
285,1,1430,286.0,"0,4,2,0,0,4,0,1,1,3,3,0,3,4,2,2,0,3,4,1,0,3,0,3,0",-379.99999999999994
286,1,1435,287.0,"1,2,0,2,2,0,1,3,0,2,2,4,2,2,2,2,2,3,0,2,2,0,4,0,2",-328.20000000000005
287,1,1440,288.0,"0,4,1,4,0,1,2,2,0,4,4,2,1,0,0,2,0,0,4,1,2,0,1,4,2",-319.0
288,1,1445,289.0,"1,4,0,4,2,1,0,3,0,0,0,3,0,1,0,1,1,0,4,3,0,0,3,3,2",-345.4
289,1,1450,290.0,"3,4,2,1,2,4,2,0,1,2,0,3,4,3,3,2,2,2,4,0,1,2,2,0,2",-383.00000000000006
290,1,1455,291.0,"1,4,0,2,1,0,4,4,3,2,4,2,3,0,2,0,4,0,2,0,1,1,4,3,1",-405.6
291,1,1460,292.0,"0,3,0,3,2,1,1,3,0,0,2,4,0,0,2,2,0,4,2,4,3,2,2,1,2",-430.6
292,1,1465,293.0,"2,0,3,1,2,0,4,1,0,4,0,4,0,0,2,2,2,3,0,1,1,0,2,4,1",-433.79999999999995
293,1,1470,294.0,"1,3,1,3,2,2,0,2,2,2,0,0,2,2,2,1,0,3,0,2,2,1,0,4,0",-368.2
294,1,1475,295.0,"0,0,1,1,2,3,1,4,2,4,2,0,0,0,3,2,0,2,4,0,0,3,4,1,2",-408.8
295,1,1480,296.0,"0,1,0,4,1,1,0,4,1,2,3,3,3,0,2,2,1,0,4,1,1,2,3,4,0",-433.79999999999995
296,1,1485,297.0,"0,0,1,0,0,2,1,1,0,3,4,2,0,4,3,2,3,3,0,0,4,0,2,0,1",-397.2
297,1,1490,298.0,"3,2,1,3,2,4,4,1,2,4,0,0,0,0,2,0,3,4,2,4,0,0,3,3,4",-405.0
298,1,1495,299.0,"1,0,4,0,0,3,0,3,3,4,0,1,3,4,0,0,2,4,3,3,0,4,4,0,2",-396.6
299,1,1500,300.0,"1,4,3,0,3,1,1,1,0,0,0,3,2,0,4,2,0,0,0,0,0,3,2,0,0",-370.8
300,1,1505,301.0,"1,4,0,4,1,3,1,0,0,0,2,1,0,0,4,3,0,3,1,2,4,3,1,3,0",-380.0
301,1,1510,302.0,"4,0,0,0,0,2,2,1,2,2,4,2,1,3,0,4,1,3,0,1,4,3,2,0,2",-377.20000000000005
302,1,1515,303.0,"1,3,1,2,2,3,1,4,2,0,0,4,0,1,3,3,2,4,0,1,1,0,4,4,4",-393.6
303,1,1520,304.0,"0,1,2,0,2,0,0,1,1,0,2,2,1,3,2,0,3,4,4,0,4,1,2,1,2",-402.6
304,1,1525,305.0,"1,0,0,0,2,2,2,0,0,4,0,3,4,2,4,3,3,0,0,2,1,3,4,3,4",-424.4
305,1,1530,306.0,"0,1,2,2,4,1,3,2,0,4,0,0,0,2,1,2,3,4,4,0,1,0,2,1,0",-447.4
306,1,1535,307.0,"0,0,2,4,4,1,2,0,3,4,1,2,3,0,0,1,1,0,1,0,3,1,0,0,2",-406.4
307,1,1540,308.0,"2,1,0,0,3,0,1,2,3,0,3,0,0,0,4,2,1,0,0,0,0,2,1,1,0",-374.8
308,1,1545,309.0,"1,4,0,2,0,2,0,3,2,0,3,4,0,0,2,3,2,0,3,2,0,1,1,3,4",-365.0
309,1,1550,310.0,"4,3,0,0,3,0,2,2,2,4,3,4,3,0,2,3,2,0,0,1,0,3,2,1,2",-409.4
310,1,1555,311.0,"0,4,2,0,2,1,0,2,0,0,0,1,4,1,0,2,0,2,1,2,0,3,2,3,0",-384.80000000000007
311,1,1560,312.0,"1,2,2,0,2,1,0,4,4,3,2,3,3,0,0,0,1,4,1,4,0,2,1,0,4",-383.4
312,1,1565,313.0,"4,0,0,3,4,1,1,0,1,3,4,4,4,4,1,0,1,1,0,1,2,0,2,0,0",-351.8
