,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
309,1,f_3_8.1,922.00,1165.00,243.00,5,105.00
310,1,f_0_5.33,469.00,1166.00,697.00,19,478.00
311,1,f_2_2.0,600.00,1167.00,567.00,26,247.00
312,1,f_3_6.6,1031.00,1168.00,137.00,3,13.00
313,1,f_1_3.16,490.00,1169.00,679.00,21,423.00
314,1,f_0_0.20,472.00,1171.00,699.00,9,540.00
315,1,f_3_11.7,991.00,1177.00,186.00,3,69.00
316,1,f_3_9.10,1030.00,1178.00,148.00,8,55.00
317,1,f_0_0.21,487.00,1180.00,693.00,14,527.00
318,1,f_1_3.17,492.00,1180.00,688.00,22,409.00
319,1,f_1_4.22,653.00,1181.00,528.00,17,317.00
320,1,f_1_1.10,692.00,1182.00,490.00,14,230.00
321,1,f_1_4.23,696.00,1183.00,487.00,14,279.00
322,1,f_3_11.4,952.00,1183.00,231.00,6,95.00
323,1,f_3_10.11,1043.00,1184.00,141.00,6,52.00
324,1,f_1_5.2,602.00,1185.00,583.00,11,402.00
325,1,f_1_3.45,892.00,1187.00,295.00,10,96.00
326,1,f_2_2.19,716.00,1187.00,471.00,19,203.00
327,1,f_2_2.20,722.00,1189.00,467.00,17,189.00
328,1,f_1_4.29,816.00,1190.00,374.00,12,183.00
329,1,f_2_2.21,728.00,1191.00,463.00,17,183.00
330,1,f_1_0.1,499.00,1194.00,695.00,10,503.00
331,1,f_1_1.4,532.00,1195.00,663.00,25,323.00
332,1,f_2_2.22,734.00,1196.00,462.00,17,157.00
333,1,f_3_10.12,1056.00,1197.00,141.00,6,56.00
334,1,f_3_10.13,1069.00,1199.00,130.00,6,53.00
335,1,f_1_0.0,498.00,1201.00,703.00,14,521.00
336,1,f_3_7.0,900.00,1201.00,301.00,7,175.00
337,1,f_0_5.10,82.00,1203.00,1121.00,19,903.00
338,1,f_3_7.1,922.00,1205.00,283.00,7,149.00
339,1,f_0_5.11,91.00,1206.00,1115.00,18,890.00
340,1,f_1_4.24,700.00,1207.00,507.00,12,288.00
341,1,f_0_0.22,497.00,1210.00,713.00,16,515.00
342,1,f_3_6.7,1052.00,1211.00,159.00,3,54.00
343,1,f_1_4.30,820.00,1214.00,394.00,15,186.00
344,1,f_3_6.8,1074.00,1215.00,141.00,3,33.00
345,1,f_3_6.9,1096.00,1217.00,121.00,1,21.00
346,1,f_2_2.23,740.00,1220.00,480.00,18,171.00
347,1,f_3_11.8,1004.00,1221.00,217.00,5,73.00
348,1,f_1_4.26,756.00,1223.00,467.00,15,245.00
349,1,f_2_2.24,746.00,1223.00,477.00,16,179.00
350,1,f_0_5.17,239.00,1225.00,986.00,17,747.00
351,1,f_1_4.27,761.00,1225.00,464.00,13,270.00
352,1,f_3_7.2,944.00,1225.00,281.00,7,142.00
353,1,f_1_4.28,764.00,1227.00,463.00,12,258.00
354,1,f_1_3.18,503.00,1228.00,725.00,23,445.00
355,1,f_3_10.14,1082.00,1228.00,146.00,4,74.00
356,1,f_3_9.11,1043.00,1229.00,186.00,8,88.00
357,1,f_3_9.12,1056.00,1230.00,174.00,6,83.00
358,1,f_3_9.13,1069.00,1232.00,163.00,7,83.00
359,1,f_3_9.14,1082.00,1234.00,152.00,5,73.00
360,1,f_3_8.5,1009.00,1236.00,227.00,3,93.00
361,1,f_3_9.15,1095.00,1236.00,141.00,5,60.00
362,1,f_3_10.15,1095.00,1237.00,142.00,3,70.00
363,1,f_2_2.29,776.00,1239.00,463.00,21,159.00
364,1,f_3_10.16,1108.00,1239.00,131.00,5,49.00
365,1,f_3_11.19,1147.00,1239.00,92.00,2,31.00
366,1,f_0_5.19,244.00,1240.00,996.00,21,743.00
367,1,f_1_3.19,515.00,1240.00,725.00,26,424.00
368,1,f_2_2.30,782.00,1241.00,459.00,21,142.00
369,1,f_3_8.3,966.00,1242.00,276.00,6,132.00
370,1,f_3_9.16,1108.00,1248.00,140.00,3,66.00
371,1,f_1_5.3,603.00,1249.00,646.00,11,437.00
372,1,f_1_4.31,846.00,1249.00,403.00,18,191.00
373,1,f_1_0.2,572.00,1251.00,679.00,15,493.00
374,1,f_1_1.11,696.00,1251.00,555.00,14,331.00
375,1,f_1_4.32,850.00,1252.00,402.00,14,186.00
376,1,f_3_7.3,966.00,1252.00,286.00,9,153.00
377,1,f_3_6.10,1117.00,1252.00,135.00,2,20.00
378,1,f_0_5.31,397.00,1253.00,856.00,25,588.00
379,1,f_3_8.4,987.00,1254.00,267.00,7,113.00
380,1,f_0_5.34,473.00,1256.00,783.00,26,493.00
381,1,f_3_8.2,944.00,1256.00,312.00,9,155.00
