,agent,step,test_id,avg_reward,std_reward
31,fuzzy_ia2c,23040,-1,-1206.5366666666669,948.8575236625946
32,fuzzy_ia2c,23760,-1,-1044.1519444444446,964.443920535212
33,fuzzy_ia2c,24480,-1,-889.9980555555555,752.4999577309676
34,fuzzy_ia2c,25200,-1,-925.3377777777777,684.6669253614859
35,fuzzy_ia2c,25920,-1,-687.7055555555556,415.7538654490208
36,fuzzy_ia2c,26640,-1,-662.7211111111111,419.43371705046013
37,fuzzy_ia2c,27360,-1,-656.2036111111111,354.6907741466328
38,fuzzy_ia2c,28080,-1,-780.3725000000001,536.5777800814001
39,fuzzy_ia2c,28800,-1,-927.3552777777778,687.8706753856269
40,fuzzy_ia2c,29520,-1,-1240.0555555555557,1054.5421422600755
41,fuzzy_ia2c,30240,-1,-578.6197222222223,290.31235228424526
42,fuzzy_ia2c,30960,-1,-1108.0086111111111,827.0873401301865
43,fuzzy_ia2c,31680,-1,-717.8961111111112,412.57909233178674
44,fuzzy_ia2c,32400,-1,-852.9880555555555,567.1199472594421
45,fuzzy_ia2c,33120,-1,-1026.8625,885.4564949061743
46,fuzzy_ia2c,33840,-1,-920.0433333333334,757.7370631690125
47,fuzzy_ia2c,34560,-1,-1046.618888888889,754.2682587035295
48,fuzzy_ia2c,35280,-1,-1241.446388888889,933.1634521069024
49,fuzzy_ia2c,36000,-1,-679.141388888889,457.22665794046213
50,fuzzy_ia2c,36720,-1,-939.2908333333334,712.8874189008271
51,fuzzy_ia2c,37440,-1,-981.0325,760.7435101409199
52,fuzzy_ia2c,38160,-1,-1036.9175,776.021317522467
53,fuzzy_ia2c,38880,-1,-1249.7250000000001,1206.4586208944572
54,fuzzy_ia2c,39600,-1,-611.5933333333332,315.01572987180606
55,fuzzy_ia2c,40320,-1,-633.5672222222222,402.22020521248413
56,fuzzy_ia2c,41040,-1,-910.2672222222222,617.998327427668
57,fuzzy_ia2c,41760,-1,-1226.9452777777778,1041.5776489190332
58,fuzzy_ia2c,42480,-1,-989.6833333333333,806.9320004739487
59,fuzzy_ia2c,43200,-1,-877.6097222222222,724.6741823168462
60,fuzzy_ia2c,43920,-1,-938.9399999999999,750.4218351922692
61,fuzzy_ia2c,44640,-1,-879.8113888888888,586.4519314708144
62,fuzzy_ia2c,45360,-1,-1053.9452777777778,784.1766474426329
63,fuzzy_ia2c,46080,-1,-956.2827777777779,714.3078451146145
64,fuzzy_ia2c,46800,-1,-951.5833333333331,642.043870299288
65,fuzzy_ia2c,47520,-1,-1253.835,1044.309181440854
66,fuzzy_ia2c,48240,-1,-1517.9161111111111,1192.4671425552008
67,fuzzy_ia2c,48960,-1,-630.2900000000001,294.92657845263415
68,fuzzy_ia2c,49680,-1,-795.2186111111112,530.9697497538128
69,fuzzy_ia2c,50400,-1,-825.9152777777778,612.9165633717843
70,fuzzy_ia2c,51120,-1,-570.0019444444445,295.46820292658157
71,fuzzy_ia2c,51840,-1,-735.9433333333334,478.57383792309884
72,fuzzy_ia2c,52560,-1,-1084.4636111111113,814.6948674935256
73,fuzzy_ia2c,53280,-1,-733.9402777777777,428.5231595451866
74,fuzzy_ia2c,54000,-1,-1001.2016666666669,792.4304175534209
75,fuzzy_ia2c,54720,-1,-1270.246388888889,952.2047033147535
76,fuzzy_ia2c,55440,-1,-847.4469444444445,553.2245093455854
77,fuzzy_ia2c,56160,-1,-768.8325,510.7385078920033
78,fuzzy_ia2c,56880,-1,-669.2558333333334,358.8562656310168
79,fuzzy_ia2c,57600,-1,-871.521388888889,615.6088441429022
80,fuzzy_ia2c,58320,-1,-874.4780555555557,622.9757545367745
81,fuzzy_ia2c,59040,-1,-830.6308333333333,539.7005166390122
82,fuzzy_ia2c,59760,-1,-839.0247222222223,608.8116399091034
83,fuzzy_ia2c,60480,-1,-623.9930555555555,364.55786525384605
84,fuzzy_ia2c,61200,-1,-756.6763888888889,425.30698494442277
85,fuzzy_ia2c,61920,-1,-1019.4658333333332,900.9760836937874
86,fuzzy_ia2c,62640,-1,-1180.7294444444447,1117.379416869729
87,fuzzy_ia2c,63360,-1,-653.9086111111111,367.5482175976128
88,fuzzy_ia2c,64080,-1,-829.0180555555555,539.4820200449453
89,fuzzy_ia2c,64800,-1,-688.8394444444444,443.6862800569818
90,fuzzy_ia2c,65520,-1,-1497.0855555555556,1417.512949308762
91,fuzzy_ia2c,66240,-1,-759.8111111111111,489.10195448039593
92,fuzzy_ia2c,66960,-1,-801.4230555555557,522.1443462317434
93,fuzzy_ia2c,67680,-1,-1028.575,807.8889736959185
94,fuzzy_ia2c,68400,-1,-1446.812777777778,1186.1339266490272
95,fuzzy_ia2c,69120,-1,-929.0947222222223,917.8139273264312
96,fuzzy_ia2c,69840,-1,-857.2933333333333,596.5425129304142
97,fuzzy_ia2c,70560,-1,-627.2919444444444,409.2116275930222
98,fuzzy_ia2c,71280,-1,-999.1705555555557,875.8859915154625
99,fuzzy_ia2c,72000,-1,-764.1302777777778,531.6104832121297
100,fuzzy_ia2c,72720,-1,-626.7055555555555,365.41276443712286
101,fuzzy_ia2c,73440,-1,-1016.9630555555555,832.8381658332196
102,fuzzy_ia2c,74160,-1,-728.5558333333332,432.6511848724418
103,fuzzy_ia2c,74880,-1,-1098.0180555555557,991.5508034032107
104,fuzzy_ia2c,75600,-1,-916.9491666666667,678.3795264569623
105,fuzzy_ia2c,76320,-1,-616.1822222222222,398.7489842767357
106,fuzzy_ia2c,77040,-1,-877.3866666666669,657.9627754077143
107,fuzzy_ia2c,77760,-1,-991.8236111111111,1001.691709475228
108,fuzzy_ia2c,78480,-1,-882.556388888889,668.8366853793101
109,fuzzy_ia2c,79200,-1,-837.2327777777778,717.1652513217543
110,fuzzy_ia2c,79920,-1,-714.2830555555555,401.79824849128397
111,fuzzy_ia2c,80640,-1,-981.5466666666666,880.7247649521387
112,fuzzy_ia2c,81360,-1,-757.0102777777778,481.2372727955521
113,fuzzy_ia2c,82080,-1,-866.3311111111111,589.693587221259
114,fuzzy_ia2c,82800,-1,-1212.2047222222222,1051.7695738505183
115,fuzzy_ia2c,83520,-1,-905.7175,696.5733694501129
116,fuzzy_ia2c,84240,-1,-849.646388888889,576.4068953566896
117,fuzzy_ia2c,84960,-1,-922.1358333333333,668.0298406045904
118,fuzzy_ia2c,85680,-1,-1053.1183333333333,778.0051957820648
119,fuzzy_ia2c,86400,-1,-825.7186111111112,504.7289228313704
120,fuzzy_ia2c,87120,-1,-1087.637777777778,858.8211091798103
121,fuzzy_ia2c,87840,-1,-976.9169444444444,678.3990473833697
122,fuzzy_ia2c,88560,-1,-1423.3175,1191.3173239105129
123,fuzzy_ia2c,89280,-1,-825.5202777777778,651.5668598164228
124,fuzzy_ia2c,90000,-1,-936.7641666666666,603.430244973937
125,fuzzy_ia2c,90720,-1,-1147.7936111111112,839.5476223758602
126,fuzzy_ia2c,91440,-1,-1360.6125,1227.835921860253
127,fuzzy_ia2c,92160,-1,-1120.9758333333334,842.5586557388256
128,fuzzy_ia2c,92880,-1,-1239.7494444444444,846.1139342112019
129,fuzzy_ia2c,93600,-1,-1028.9383333333335,858.2921122642338
130,fuzzy_ia2c,94320,-1,-1207.7841666666666,1033.9180557602635
131,fuzzy_ia2c,95040,-1,-905.1086111111113,587.3138780671653
132,fuzzy_ia2c,95760,-1,-1063.7533333333336,849.6857124450977
133,fuzzy_ia2c,96480,-1,-1323.6747222222223,984.3600023054634
134,fuzzy_ia2c,97200,-1,-1442.2633333333335,1173.8855451448408
135,fuzzy_ia2c,97920,-1,-1005.77,736.8737344650334
136,fuzzy_ia2c,98640,-1,-917.5991666666667,521.2480629853432
137,fuzzy_ia2c,99360,-1,-1165.951388888889,974.1037531570945
138,fuzzy_ia2c,100080,-1,-1293.6672222222223,1071.088622400933
139,fuzzy_ia2c,100800,-1,-983.7480555555555,630.0515159022027
140,fuzzy_ia2c,101520,-1,-1022.6411111111111,792.601213921526
141,fuzzy_ia2c,102240,-1,-1127.4666666666667,779.3029819439078
142,fuzzy_ia2c,102960,-1,-1163.1422222222222,878.6028363231375
143,fuzzy_ia2c,103680,-1,-1127.0669444444443,822.5553145983539
144,fuzzy_ia2c,104400,-1,-1026.7494444444444,740.4995233697335
145,fuzzy_ia2c,105120,-1,-1139.0241666666666,916.4794657482483
146,fuzzy_ia2c,105840,-1,-1176.565,803.6171892674466
147,fuzzy_ia2c,106560,-1,-1433.6811111111112,1180.8191451882926
148,fuzzy_ia2c,107280,-1,-1178.4033333333334,777.3554452901338
149,fuzzy_ia2c,108000,-1,-957.8261111111112,634.0913141271873
150,fuzzy_ia2c,108720,-1,-790.2813888888888,506.99791790966725
151,fuzzy_ia2c,109440,-1,-826.0041666666667,495.3155213647773
152,fuzzy_ia2c,110160,-1,-915.7741666666667,616.5246911784141
153,fuzzy_ia2c,110880,-1,-803.4530555555555,461.3974000752704
154,fuzzy_ia2c,111600,-1,-987.8980555555556,800.3515285288344
155,fuzzy_ia2c,112320,-1,-859.2416666666667,553.9683922366169
156,fuzzy_ia2c,113040,-1,-913.815,616.1832664768747
157,fuzzy_ia2c,113760,-1,-686.0622222222223,368.2585518589948
158,fuzzy_ia2c,114480,-1,-762.828888888889,384.87390178673223
159,fuzzy_ia2c,115200,-1,-621.5172222222222,279.1538240489871
160,fuzzy_ia2c,115920,-1,-610.2505555555556,338.32100782101116
161,fuzzy_ia2c,116640,-1,-518.9291666666667,257.86949592203285
162,fuzzy_ia2c,117360,-1,-577.4675,320.85443887181924
163,fuzzy_ia2c,118080,-1,-702.928888888889,409.4963099126765
164,fuzzy_ia2c,118800,-1,-786.6472222222222,540.6912716278174
165,fuzzy_ia2c,119520,-1,-634.7794444444445,347.6455078568177
166,fuzzy_ia2c,120240,-1,-709.2902777777778,510.07865941868937
167,fuzzy_ia2c,120960,-1,-641.0727777777778,358.139950660284
168,fuzzy_ia2c,121680,-1,-946.0308333333332,650.33219715805
169,fuzzy_ia2c,122400,-1,-846.7244444444445,608.61547088656
170,fuzzy_ia2c,123120,-1,-669.1369444444445,360.359230292954
171,fuzzy_ia2c,123840,-1,-637.3922222222221,366.95448468222196
172,fuzzy_ia2c,124560,-1,-703.5283333333334,511.71809304809403
173,fuzzy_ia2c,125280,-1,-859.2630555555556,615.527933991624
174,fuzzy_ia2c,126000,-1,-868.6375,596.0281663594012
175,fuzzy_ia2c,126720,-1,-890.7055555555555,621.064099100373
176,fuzzy_ia2c,127440,-1,-732.4772222222222,478.02419294082637
177,fuzzy_ia2c,128160,-1,-689.6994444444445,411.8677500791327
178,fuzzy_ia2c,128880,-1,-715.4641666666666,416.4487210588211
179,fuzzy_ia2c,129600,-1,-662.54,387.4709095317135
180,fuzzy_ia2c,130320,-1,-623.9769444444445,363.05239241066573
181,fuzzy_ia2c,131040,-1,-719.1347222222222,425.6589472217433
182,fuzzy_ia2c,131760,-1,-825.5330555555556,564.2821824786654
183,fuzzy_ia2c,132480,-1,-627.4033333333334,369.79012619773033
184,fuzzy_ia2c,133200,-1,-584.9263888888889,285.83530178770957
185,fuzzy_ia2c,133920,-1,-775.0597222222223,509.4201792669459
186,fuzzy_ia2c,134640,-1,-796.7502777777777,547.3705081010593
187,fuzzy_ia2c,135360,-1,-602.7655555555557,314.44236538181934
188,fuzzy_ia2c,136080,-1,-769.6600000000001,527.9552273315103
189,fuzzy_ia2c,136800,-1,-806.7974999999999,543.0193903273877
190,fuzzy_ia2c,137520,-1,-954.5319444444444,639.2193814694757
191,fuzzy_ia2c,138240,-1,-913.9419444444445,622.2209537139228
192,fuzzy_ia2c,138960,-1,-748.8194444444445,485.19284008150623
193,fuzzy_ia2c,139680,-1,-958.8075,589.1011588281242
194,fuzzy_ia2c,140400,-1,-863.7391666666667,528.8633006735347
195,fuzzy_ia2c,141120,-1,-743.3294444444446,436.5503387286921
196,fuzzy_ia2c,141840,-1,-863.7941666666667,616.0392508412783
197,fuzzy_ia2c,142560,-1,-777.6613888888888,465.70623627903257
198,fuzzy_ia2c,143280,-1,-1137.5947222222221,893.3363597118704
199,fuzzy_ia2c,144000,-1,-984.2133333333335,684.771567215423
200,fuzzy_ia2c,144720,-1,-776.8155555555555,518.2600534290165
201,fuzzy_ia2c,145440,-1,-940.2083333333334,627.3404494260761
202,fuzzy_ia2c,146160,-1,-855.8594444444445,590.7071273009458
203,fuzzy_ia2c,146880,-1,-1318.2086111111112,1107.6724552377907
204,fuzzy_ia2c,147600,-1,-1025.6975,683.9024754178324
205,fuzzy_ia2c,148320,-1,-1505.4433333333332,1299.25102146925
206,fuzzy_ia2c,149040,-1,-1512.3983333333333,1136.4427739894245
207,fuzzy_ia2c,149760,-1,-1010.8058333333332,670.1067699498632
208,fuzzy_ia2c,150480,-1,-767.9508333333334,442.027448964648
209,fuzzy_ia2c,151200,-1,-999.1297222222224,770.8945801289208
210,fuzzy_ia2c,151920,-1,-811.8425,614.43989022015
211,fuzzy_ia2c,152640,-1,-1270.4841666666669,939.261548046227
212,fuzzy_ia2c,153360,-1,-1430.5236111111112,1100.2187422903503
213,fuzzy_ia2c,154080,-1,-1317.7305555555556,1032.4631571902444
214,fuzzy_ia2c,154800,-1,-1175.4708333333333,802.3826482797449
215,fuzzy_ia2c,155520,-1,-1189.0497222222223,824.8968203659915
216,fuzzy_ia2c,156240,-1,-1907.0577777777778,1540.5958878865151
217,fuzzy_ia2c,156960,-1,-1561.6955555555555,1226.415501859981
218,fuzzy_ia2c,157680,-1,-1841.3794444444443,1534.8546146567187
219,fuzzy_ia2c,158400,-1,-1465.98,1137.914175849831
220,fuzzy_ia2c,159120,-1,-1227.2397222222223,751.5084892179126
221,fuzzy_ia2c,159840,-1,-1097.3419444444446,737.7776586302929
222,fuzzy_ia2c,160560,-1,-1464.9744444444443,1176.8515422809862
223,fuzzy_ia2c,161280,-1,-1254.5583333333334,1018.5544601910101
224,fuzzy_ia2c,162000,-1,-1496.4491666666668,1229.8004569732148
225,fuzzy_ia2c,162720,-1,-1433.3705555555557,1013.2420264344668
226,fuzzy_ia2c,163440,-1,-1428.2875000000001,1035.258471515085
227,fuzzy_ia2c,164160,-1,-1136.5419444444447,909.0124482808542
228,fuzzy_ia2c,164880,-1,-859.3669444444444,498.9686433775142
229,fuzzy_ia2c,165600,-1,-1258.081388888889,856.7453744570942
230,fuzzy_ia2c,166320,-1,-1143.2180555555558,798.2349374690507
231,fuzzy_ia2c,167040,-1,-1509.6422222222225,1106.219216367953
232,fuzzy_ia2c,167760,-1,-1554.3311111111109,1275.9600083984212
233,fuzzy_ia2c,168480,-1,-1757.035277777778,1336.4001349105035
234,fuzzy_ia2c,169200,-1,-1748.9833333333333,1233.7616914001935
235,fuzzy_ia2c,169920,-1,-1317.4119444444443,929.4216040226293
236,fuzzy_ia2c,170640,-1,-1581.0438888888891,1255.0783409662738
237,fuzzy_ia2c,171360,-1,-1453.595,1223.8715033211888
238,fuzzy_ia2c,172080,-1,-1534.2133333333334,1174.2038454676901
239,fuzzy_ia2c,172800,-1,-1223.6266666666666,960.9225357031764
240,fuzzy_ia2c,173520,-1,-1198.2352777777778,865.5025625033833
241,fuzzy_ia2c,174240,-1,-1318.6583333333333,1078.952592068139
242,fuzzy_ia2c,174960,-1,-1507.0741666666665,1146.4216621486835
243,fuzzy_ia2c,175680,-1,-1012.8922222222222,844.9320255010364
244,fuzzy_ia2c,176400,-1,-1063.9405555555554,850.4238365660334
245,fuzzy_ia2c,177120,-1,-895.0763888888889,674.7379599998341
246,fuzzy_ia2c,177840,-1,-1241.8641666666667,917.8308500325797
247,fuzzy_ia2c,178560,-1,-1039.5747222222224,875.2715080190392
248,fuzzy_ia2c,179280,-1,-1316.9580555555556,948.1938132673307
249,fuzzy_ia2c,180000,-1,-1100.3522222222223,745.6620373463478
250,fuzzy_ia2c,180720,-1,-1194.207222222222,773.1679904084779
251,fuzzy_ia2c,181440,-1,-1072.14,799.9497853407216
252,fuzzy_ia2c,182160,-1,-973.4736111111112,687.4811531746112
253,fuzzy_ia2c,182880,-1,-757.2108333333334,484.5964596609969
254,fuzzy_ia2c,183600,-1,-1018.2800000000001,731.3707872056266
255,fuzzy_ia2c,184320,-1,-1099.4850000000001,870.3799679817366
256,fuzzy_ia2c,185040,-1,-1030.5047222222222,802.0559256477004
257,fuzzy_ia2c,185760,-1,-754.7925000000001,469.6200922014576
258,fuzzy_ia2c,186480,-1,-1007.9725000000003,712.286354299679
259,fuzzy_ia2c,187200,-1,-1184.363611111111,934.5886135729952
260,fuzzy_ia2c,187920,-1,-1793.7391666666665,1438.8747916415548
261,fuzzy_ia2c,188640,-1,-894.9652777777778,583.2035847749629
262,fuzzy_ia2c,189360,-1,-1374.231388888889,1000.955831339483
263,fuzzy_ia2c,190080,-1,-1387.9011111111113,1116.1055127833713
264,fuzzy_ia2c,190800,-1,-1289.6608333333334,1076.07078816063
265,fuzzy_ia2c,191520,-1,-1424.5802777777778,1237.448497199841
266,fuzzy_ia2c,192240,-1,-1284.3461111111112,1034.8242314982713
267,fuzzy_ia2c,192960,-1,-1371.2125,1153.4438485149954
268,fuzzy_ia2c,193680,-1,-1245.5061111111113,990.5795608107345
269,fuzzy_ia2c,194400,-1,-1008.5002777777777,692.7639240349972
270,fuzzy_ia2c,195120,-1,-1178.4516666666666,858.2366090469069
271,fuzzy_ia2c,195840,-1,-970.0002777777779,713.1479891999436
272,fuzzy_ia2c,196560,-1,-957.0100000000001,663.9602894835738
273,fuzzy_ia2c,197280,-1,-1075.7344444444445,771.1951752761008
274,fuzzy_ia2c,198000,-1,-1092.93,741.7920234809754
275,fuzzy_ia2c,198720,-1,-1205.825,878.8554123514541
276,fuzzy_ia2c,199440,-1,-1371.4399999999998,1070.2664673186143
277,fuzzy_ia2c,200160,-1,-1117.8533333333335,893.9949459464399
278,fuzzy_ia2c,200880,-1,-1238.1094444444445,907.0901144868086
279,fuzzy_ia2c,201600,-1,-924.7211111111111,616.3266424721454
280,fuzzy_ia2c,202320,-1,-1163.2583333333334,889.7883630626256
281,fuzzy_ia2c,203040,-1,-1066.1619444444443,744.0988660764234
282,fuzzy_ia2c,203760,-1,-1552.5244444444445,1179.0017512767233
283,fuzzy_ia2c,204480,-1,-1270.2497222222223,1068.9670859317785
284,fuzzy_ia2c,205200,-1,-700.1819444444444,367.2927479947739
285,fuzzy_ia2c,205920,-1,-1469.8308333333332,1067.7843514047493
286,fuzzy_ia2c,206640,-1,-950.6052777777778,639.5733462628996
287,fuzzy_ia2c,207360,-1,-1160.726111111111,809.2380474429765
288,fuzzy_ia2c,208080,-1,-977.2466666666668,658.6360153461934
289,fuzzy_ia2c,208800,-1,-1283.9005555555555,889.2372246292651
290,fuzzy_ia2c,209520,-1,-1153.4161111111111,877.1810049283437
291,fuzzy_ia2c,210240,-1,-939.7991666666669,681.6503053043605
292,fuzzy_ia2c,210960,-1,-798.1466666666666,513.3572987262922
293,fuzzy_ia2c,211680,-1,-979.5191666666667,740.1655352910178
294,fuzzy_ia2c,212400,-1,-1102.0136111111112,845.8026969054399
295,fuzzy_ia2c,213120,-1,-955.7930555555556,685.6867470780236
296,fuzzy_ia2c,213840,-1,-1184.6875,901.4138356304346
297,fuzzy_ia2c,214560,-1,-1513.8058333333333,1299.4145658801613
298,fuzzy_ia2c,215280,-1,-1360.6305555555555,1026.6793945962784
299,fuzzy_ia2c,216000,-1,-1202.1547222222223,792.2104270155405
300,fuzzy_ia2c,216720,-1,-784.6877777777777,460.3013434039772
301,fuzzy_ia2c,217440,-1,-1097.6247222222223,786.759990156486
302,fuzzy_ia2c,218160,-1,-1644.0061111111113,1330.2783946587977
303,fuzzy_ia2c,218880,-1,-1102.7063888888888,792.5070434059694
304,fuzzy_ia2c,219600,-1,-1347.6502777777778,926.5577211587046
305,fuzzy_ia2c,220320,-1,-1161.0441666666668,824.1580416767264
306,fuzzy_ia2c,221040,-1,-1332.848611111111,1056.451770694539
307,fuzzy_ia2c,221760,-1,-1587.04,1260.0616628474093
308,fuzzy_ia2c,222480,-1,-981.3025,619.8944576784153
309,fuzzy_ia2c,223200,-1,-1253.531111111111,936.0327605430681
310,fuzzy_ia2c,223920,-1,-1519.8569444444445,1056.8284738528855
311,fuzzy_ia2c,224640,-1,-1284.5444444444445,949.957611698907
312,fuzzy_ia2c,225360,-1,-1260.6594444444443,843.1536819318569
313,fuzzy_ia2c,226080,-1,-1483.2744444444445,1105.239477625763
314,fuzzy_ia2c,226800,-1,-1500.3922222222225,1149.9226493047047
315,fuzzy_ia2c,227520,-1,-1588.7522222222224,1246.322711528936
316,fuzzy_ia2c,228240,-1,-1300.5125,832.8591021691318
317,fuzzy_ia2c,228960,-1,-1948.6947222222225,1440.2221308900507
318,fuzzy_ia2c,229680,-1,-1792.0666666666666,1371.3638724520442
319,fuzzy_ia2c,230400,-1,-1555.1822222222224,1159.1608266881672
320,fuzzy_ia2c,231120,-1,-1276.138333333333,948.2290572884334
321,fuzzy_ia2c,231840,-1,-1584.3111111111111,1144.6698382255079
322,fuzzy_ia2c,232560,-1,-1747.7888888888888,1338.0904251078969
323,fuzzy_ia2c,233280,-1,-1506.701388888889,1170.7047919941522
324,fuzzy_ia2c,234000,-1,-1574.3700000000001,1161.7364302294313
325,fuzzy_ia2c,234720,-1,-1688.3697222222222,1279.567376900373
326,fuzzy_ia2c,235440,-1,-1567.3961111111114,1252.8540146341381
327,fuzzy_ia2c,236160,-1,-1578.0008333333335,1168.5604532687857
328,fuzzy_ia2c,236880,-1,-1372.5816666666667,967.2333201212506
329,fuzzy_ia2c,237600,-1,-1597.9619444444443,1240.8466509008172
330,fuzzy_ia2c,238320,-1,-1610.3650000000005,1122.3151308282852
331,fuzzy_ia2c,239040,-1,-1660.2625,1210.703791801545
332,fuzzy_ia2c,239760,-1,-1545.2919444444444,1091.074099195425
333,fuzzy_ia2c,240480,-1,-1887.207777777778,1422.9560123386168
334,fuzzy_ia2c,241200,-1,-1733.7536111111112,1216.6598295302247
335,fuzzy_ia2c,241920,-1,-1709.4655555555557,1295.8386071199104
336,fuzzy_ia2c,242640,-1,-1459.7552777777778,970.5299166777855
337,fuzzy_ia2c,243360,-1,-1906.291388888889,1442.3044780771515
338,fuzzy_ia2c,244080,-1,-1785.8591666666669,1272.1875660973262
339,fuzzy_ia2c,244800,-1,-1413.9502777777777,882.3121623356885
340,fuzzy_ia2c,245520,-1,-1645.431666666667,1189.428017670445
341,fuzzy_ia2c,246240,-1,-1674.1841666666664,1137.654488812826
342,fuzzy_ia2c,246960,-1,-1450.0541666666668,908.1574499497902
343,fuzzy_ia2c,247680,-1,-1298.8527777777779,757.9952315102544
344,fuzzy_ia2c,248400,-1,-1482.348611111111,978.1193714205189
345,fuzzy_ia2c,249120,-1,-1345.9052777777779,851.2119701897803
346,fuzzy_ia2c,249840,-1,-1418.8675,933.4284855362068
347,fuzzy_ia2c,250560,-1,-2254.1719444444443,1581.4057779715408
348,fuzzy_ia2c,251280,-1,-1490.6297222222224,1024.2234639281771
349,fuzzy_ia2c,252000,-1,-1429.6419444444446,951.8884343279574
350,fuzzy_ia2c,252720,-1,-1909.5869444444443,1346.8635152319205
351,fuzzy_ia2c,253440,-1,-1543.6652777777779,1071.125494989541
352,fuzzy_ia2c,254160,-1,-1996.1302777777776,1488.475226522815
353,fuzzy_ia2c,254880,-1,-1115.6808333333333,660.9355269190407
354,fuzzy_ia2c,255600,-1,-1304.4219444444445,871.8287872286986
355,fuzzy_ia2c,256320,-1,-1374.4733333333334,917.2364444714714
356,fuzzy_ia2c,257040,-1,-1354.7872222222222,1011.8365942148387
357,fuzzy_ia2c,257760,-1,-1168.5891666666669,681.0041871664185
358,fuzzy_ia2c,258480,-1,-1444.122777777778,1172.418620408757
359,fuzzy_ia2c,259200,-1,-1568.6358333333335,1110.3437927028501
360,fuzzy_ia2c,259920,-1,-1348.4805555555556,795.8004552787801
361,fuzzy_ia2c,260640,-1,-1376.292777777778,1060.5224749323932
362,fuzzy_ia2c,261360,-1,-1672.0861111111112,1139.2700356058351
363,fuzzy_ia2c,262080,-1,-1687.539166666667,1276.6792325401498
364,fuzzy_ia2c,262800,-1,-1512.9263888888888,966.3415771025066
365,fuzzy_ia2c,263520,-1,-1277.8700000000001,783.771424509581
366,fuzzy_ia2c,264240,-1,-1519.8038888888889,1032.0151447458882
367,fuzzy_ia2c,264960,-1,-1411.1786111111112,899.014083153975
368,fuzzy_ia2c,265680,-1,-1350.6672222222223,834.095839372761
369,fuzzy_ia2c,266400,-1,-1711.39,1118.9860869505435
370,fuzzy_ia2c,267120,-1,-1438.608611111111,962.265441712804
371,fuzzy_ia2c,267840,-1,-1520.7691666666667,1074.699193466802
372,fuzzy_ia2c,268560,-1,-1853.6847222222223,1445.5886007628444
373,fuzzy_ia2c,269280,-1,-1556.3083333333334,1115.2197988824646
374,fuzzy_ia2c,270000,-1,-1512.8066666666668,1069.9192461531334
375,fuzzy_ia2c,270720,-1,-1489.1325000000002,959.2849641207739
376,fuzzy_ia2c,271440,-1,-1458.535277777778,1053.2812312957649
377,fuzzy_ia2c,272160,-1,-1385.2263888888888,988.7620856534946
378,fuzzy_ia2c,272880,-1,-1166.9041666666667,806.6205583133559
379,fuzzy_ia2c,273600,-1,-1357.6402777777778,1000.479524522522
380,fuzzy_ia2c,274320,-1,-1418.3441666666668,1056.0748896763246
381,fuzzy_ia2c,275040,-1,-1566.7358333333334,1282.5833400880927
382,fuzzy_ia2c,275760,-1,-1382.1372222222224,1036.4890273595415
383,fuzzy_ia2c,276480,-1,-1767.5405555555556,1307.4043877170955
