,wall_time,step,value
106,1645096647.103393,77040,-877.3866577148438
107,1645096773.2904015,77760,-991.8236083984375
108,1645096898.5196366,78480,-882.556396484375
109,1645097023.8486505,79200,-837.2327880859375
110,1645097150.9337716,79920,-714.2830810546875
111,1645097276.8421543,80640,-981.5466918945312
112,1645097400.0511713,81360,-757.01025390625
113,1645097528.8324244,82080,-866.3311157226562
114,1645097663.609288,82800,-1212.2047119140625
115,1645097795.1383095,83520,-905.717529296875
116,1645097921.6950321,84240,-849.6463623046875
117,1645098050.179064,84960,-922.1358032226562
118,1645098178.2805462,85680,-1053.1182861328125
119,1645098307.3710868,86400,-825.7186279296875
120,1645098437.3182602,87120,-1087.6378173828125
121,1645098565.3859863,87840,-976.9169311523438
122,1645098698.8894112,88560,-1423.3175048828125
123,1645098825.8516786,89280,-825.520263671875
124,1645098955.14854,90000,-936.76416015625
125,1645099084.4559796,90720,-1147.7935791015625
126,1645099219.3726954,91440,-1360.612548828125
127,1645099352.9870088,92160,-1120.975830078125
128,1645099481.8976684,92880,-1239.7493896484375
129,1645099609.1658766,93600,-1028.9383544921875
130,1645099739.0937216,94320,-1207.7841796875
131,1645099870.8629584,95040,-905.1085815429688
132,1645100004.9415984,95760,-1063.7532958984375
133,1645100137.0378232,96480,-1323.6746826171875
134,1645100270.0573945,97200,-1442.2633056640625
135,1645100399.7213404,97920,-1005.77001953125
136,1645100527.22507,98640,-917.5991821289062
137,1645100657.1869066,99360,-1165.951416015625
138,1645100787.9313014,100080,-1293.667236328125
139,1645100917.275073,100800,-983.748046875
140,1645101048.4527583,101520,-1022.64111328125
141,1645101177.4870625,102240,-1127.4666748046875
142,1645101311.6812384,102960,-1163.1422119140625
143,1645101440.714077,103680,-1127.06689453125
144,1645101569.528129,104400,-1026.7493896484375
145,1645101696.5440874,105120,-1139.024169921875
146,1645101825.8030627,105840,-1176.56494140625
147,1645101958.5534694,106560,-1433.68115234375
148,1645102086.2214315,107280,-1178.4033203125
149,1645102213.6047719,108000,-957.8261108398438
150,1645102337.4684918,108720,-790.2813720703125
151,1645102458.6593688,109440,-826.004150390625
152,1645102584.3601766,110160,-915.774169921875
153,1645102706.361579,110880,-803.4530639648438
154,1645102830.092827,111600,-987.8980712890625
155,1645102951.3523462,112320,-859.2416381835938
156,1645103073.273205,113040,-913.8150024414062
157,1645103196.1245706,113760,-686.0621948242188
158,1645103316.9109507,114480,-762.8289184570312
159,1645103437.7385464,115200,-621.5172119140625
160,1645103555.693271,115920,-610.2505493164062
161,1645103672.8523295,116640,-518.9291381835938
162,1645103792.1519692,117360,-577.467529296875
163,1645103909.6467073,118080,-702.9288940429688
164,1645104033.4710114,118800,-786.647216796875
165,1645104149.7362103,119520,-634.7794189453125
166,1645104271.9467442,120240,-709.290283203125
167,1645104391.7387757,120960,-641.07275390625
168,1645104513.2803884,121680,-946.0308227539062
169,1645104638.788434,122400,-846.7244262695312
170,1645104755.816884,123120,-669.136962890625
171,1645104875.1977923,123840,-637.3922119140625
172,1645104991.0378437,124560,-703.5283203125
173,1645105114.3769965,125280,-859.2630615234375
174,1645105235.4122257,126000,-868.6375122070312
175,1645105357.3049586,126720,-890.70556640625
176,1645105477.577897,127440,-732.4772338867188
177,1645105593.7893345,128160,-689.699462890625
178,1645105711.1493063,128880,-715.4641723632812
179,1645105828.3323774,129600,-662.5399780273438
180,1645105946.7606583,130320,-623.9769287109375
181,1645106066.7440004,131040,-719.1347045898438
182,1645106191.9016078,131760,-825.5330810546875
183,1645106312.0927737,132480,-627.4033203125
184,1645106429.9449139,133200,-584.9263916015625
185,1645106549.55084,133920,-775.0596923828125
186,1645106673.5426793,134640,-796.7503051757812
187,1645106792.5369325,135360,-602.7655639648438
188,1645106919.181451,136080,-769.6599731445312
189,1645107041.5822299,136800,-806.7974853515625
190,1645107163.9334579,137520,-954.5319213867188
191,1645107285.2400723,138240,-913.9419555664062
192,1645107403.817186,138960,-748.8194580078125
193,1645107528.1870172,139680,-958.8074951171875
194,1645107648.3383942,140400,-863.7391967773438
195,1645107768.2726738,141120,-743.3294677734375
196,1645107889.3082452,141840,-863.794189453125
197,1645108010.482267,142560,-777.661376953125
198,1645108134.3711588,143280,-1137.5947265625
199,1645108258.0810363,144000,-984.2133178710938
200,1645108379.4739418,144720,-776.8155517578125
201,1645108499.130713,145440,-940.2083129882812
202,1645108617.6220105,146160,-855.8594360351562
203,1645108743.026107,146880,-1318.2086181640625
204,1645108866.4170978,147600,-1025.697509765625
205,1645108998.9649754,148320,-1505.443359375
206,1645109128.501275,149040,-1512.3983154296875
207,1645109251.2079866,149760,-1010.8058471679688
208,1645109369.89285,150480,-767.9508056640625
209,1645109493.0235045,151200,-999.1296997070312
210,1645109610.7756944,151920,-811.842529296875
211,1645109736.8744688,152640,-1270.484130859375
212,1645109863.8080182,153360,-1430.5235595703125
213,1645109993.188657,154080,-1317.7305908203125
214,1645110119.4072943,154800,-1175.4708251953125
215,1645110245.2722309,155520,-1189.0496826171875
216,1645110380.0143368,156240,-1907.0577392578125
217,1645110507.482422,156960,-1561.695556640625
218,1645110637.001825,157680,-1841.37939453125
219,1645110761.647223,158400,-1465.97998046875
220,1645110885.1436749,159120,-1227.23974609375
221,1645111007.2712846,159840,-1097.3419189453125
222,1645111137.1200845,160560,-1464.9744873046875
223,1645111257.564906,161280,-1254.558349609375
224,1645111384.3959742,162000,-1496.44921875
225,1645111507.6644704,162720,-1433.37060546875
226,1645111632.0606055,163440,-1428.2874755859375
227,1645111748.7064116,164160,-1136.5419921875
228,1645111867.634353,164880,-859.366943359375
229,1645111992.1960979,165600,-1258.0814208984375
230,1645112112.6401203,166320,-1143.218017578125
231,1645112239.3176775,167040,-1509.6422119140625
232,1645112366.5558138,167760,-1554.3310546875
233,1645112497.9856424,168480,-1757.0352783203125
234,1645112626.413083,169200,-1748.9832763671875
235,1645112753.5541034,169920,-1317.4119873046875
236,1645112877.8522286,170640,-1581.0439453125
237,1645113006.2866235,171360,-1453.594970703125
238,1645113131.567554,172080,-1534.21337890625
239,1645113253.5199866,172800,-1223.626708984375
240,1645113374.8353906,173520,-1198.2352294921875
241,1645113498.3341587,174240,-1318.6583251953125
242,1645113621.583897,174960,-1507.07421875
243,1645113741.5742545,175680,-1012.8922119140625
244,1645113859.3275268,176400,-1063.9405517578125
245,1645113974.4987085,177120,-895.076416015625
246,1645114098.4049673,177840,-1241.8641357421875
247,1645114221.292188,178560,-1039.57470703125
248,1645114346.2876213,179280,-1316.9580078125
249,1645114468.0143266,180000,-1100.3521728515625
250,1645114591.1344388,180720,-1194.207275390625
251,1645114712.3243322,181440,-1072.1400146484375
252,1645114835.3370273,182160,-973.4736328125
253,1645114956.032564,182880,-757.2108154296875
254,1645115079.3529255,183600,-1018.280029296875
255,1645115199.4269304,184320,-1099.4849853515625
256,1645115323.7378845,185040,-1030.5047607421875
257,1645115445.9604218,185760,-754.79248046875
258,1645115568.0199192,186480,-1007.9724731445312
259,1645115695.7005131,187200,-1184.3636474609375
260,1645115828.6434095,187920,-1793.7391357421875
261,1645115954.5235336,188640,-894.9652709960938
262,1645116084.217404,189360,-1374.2314453125
263,1645116213.8714054,190080,-1387.901123046875
264,1645116341.4114645,190800,-1289.660888671875
265,1645116473.5459657,191520,-1424.580322265625
266,1645116605.2300377,192240,-1284.3460693359375
267,1645116735.7140248,192960,-1371.2125244140625
268,1645116863.5665402,193680,-1245.506103515625
269,1645116993.2198868,194400,-1008.5003051757812
270,1645117121.449582,195120,-1178.45166015625
271,1645117246.9581997,195840,-970.0003051757812
272,1645117372.7374766,196560,-957.010009765625
273,1645117498.356211,197280,-1075.7344970703125
274,1645117622.0499573,198000,-1092.9300537109375
275,1645117748.7455256,198720,-1205.824951171875
276,1645117879.9439607,199440,-1371.43994140625
277,1645118002.699574,200160,-1117.8533935546875
278,1645118129.505213,200880,-1238.1094970703125
279,1645118254.6670074,201600,-924.7211303710938
280,1645118380.3607435,202320,-1163.25830078125
281,1645118509.9928305,203040,-1066.1619873046875
282,1645118642.7204754,203760,-1552.5244140625
283,1645118773.878825,204480,-1270.249755859375
284,1645118893.658527,205200,-700.1819458007812
285,1645119026.7414443,205920,-1469.830810546875
286,1645119150.3757243,206640,-950.6052856445312
287,1645119275.1582026,207360,-1160.72607421875
288,1645119403.212394,208080,-977.2466430664062
289,1645119529.6997209,208800,-1283.9005126953125
290,1645119657.0335088,209520,-1153.4161376953125
291,1645119781.535357,210240,-939.7991943359375
292,1645119904.1182091,210960,-798.1466674804688
293,1645120028.7874672,211680,-979.5191650390625
294,1645120153.6032746,212400,-1102.013671875
295,1645120277.8221009,213120,-955.7930297851562
296,1645120400.1956425,213840,-1184.6875
297,1645120531.3317342,214560,-1513.8057861328125
298,1645120656.3529918,215280,-1360.630615234375
299,1645120782.8279538,216000,-1202.1546630859375
300,1645120905.5920303,216720,-784.6878051757812
301,1645121032.5716393,217440,-1097.624755859375
302,1645121163.5239327,218160,-1644.006103515625
303,1645121289.6348536,218880,-1102.7064208984375
304,1645121416.8032684,219600,-1347.6502685546875
305,1645121542.4612896,220320,-1161.044189453125
306,1645121667.527176,221040,-1332.8486328125
307,1645121799.176529,221760,-1587.0400390625
